,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K,age_10
28049,46,4,8,2,3,3,4,4,1,5,0,4,39,0,4
28068,32,4,9,4,4,4,1,4,1,5,0,5,39,1,3
28069,31,4,11,15,5,8,4,2,0,5,0,4,39,0,3
28089,22,4,11,15,4,1,3,4,0,5,0,4,39,0,2
28102,31,4,14,6,0,13,1,4,0,5,0,3,39,0,3
28132,43,4,6,11,0,14,1,2,1,5,0,4,39,0,4
28138,27,4,9,4,2,12,0,4,1,5,0,5,39,1,2
28141,23,4,11,15,4,7,3,4,0,5,0,1,39,0,2
28175,22,4,11,15,4,1,1,4,0,5,0,4,39,0,2
28178,28,4,15,1,4,1,4,1,0,5,0,3,0,0,2
28187,41,4,11,15,2,4,0,4,1,5,0,4,39,1,4
28215,29,6,11,15,4,3,1,4,1,5,0,5,39,1,2
28270,36,4,12,5,2,12,0,4,1,13,0,5,39,1,3
28272,58,4,11,15,4,1,1,4,0,5,0,4,39,0,5
28278,61,4,4,9,2,3,0,4,1,5,0,4,8,0,6
28296,45,6,11,15,2,4,0,4,1,5,0,5,39,0,4
28305,53,4,6,11,4,3,1,2,1,5,0,4,23,0,5
28428,61,1,15,1,2,1,0,4,1,15,0,4,39,1,6
28431,61,4,11,15,0,1,4,2,0,5,0,4,39,0,6
28465,32,4,4,9,3,3,2,4,1,5,0,4,8,0,3
28479,25,7,9,4,4,11,1,2,0,5,0,4,39,0,2
28510,19,4,11,15,4,12,1,4,1,5,0,3,39,0,1
28530,38,4,11,15,2,1,5,4,0,5,0,2,39,0,3
28543,31,4,9,4,2,12,0,4,1,5,0,5,39,1,3
28553,17,4,0,12,4,6,3,4,1,5,0,1,39,0,1
28558,43,1,12,5,2,3,0,4,1,5,0,4,39,0,4
28568,44,4,15,1,0,6,3,4,1,5,0,4,39,0,4
28570,42,2,11,15,5,8,1,2,0,5,0,6,0,0,4
28632,45,6,14,6,2,10,0,1,1,5,0,5,19,1,4
28653,24,4,15,1,2,3,0,4,1,5,0,3,39,0,2
28700,25,2,9,4,4,10,1,2,0,5,0,4,39,0,2
28702,80,6,11,15,2,8,0,4,1,7,0,4,39,0,8
28721,74,5,11,15,2,4,0,4,1,5,0,3,39,1,7
28763,34,4,8,2,4,8,3,4,1,5,0,4,39,0,3
28824,22,4,11,15,4,8,3,4,0,5,0,4,39,0,2
28825,20,4,11,15,2,1,0,4,1,5,0,6,39,0,2
28887,43,4,9,4,0,7,2,4,1,5,0,4,39,0,4
28891,20,4,15,1,4,12,3,4,0,5,0,3,39,0,2
28951,58,4,6,11,4,6,3,4,1,5,0,4,8,0,5
29004,29,4,11,15,4,1,2,4,0,5,0,4,39,0,2
29012,47,7,10,7,2,10,0,4,1,5,0,4,39,1,4
29020,34,0,15,1,2,0,5,4,0,5,0,0,39,0,3
29025,21,4,11,15,4,12,3,4,0,5,0,3,39,0,2
29028,48,4,15,1,0,4,1,4,0,5,0,4,39,0,4
29074,36,0,11,15,2,0,0,4,1,5,0,4,39,0,3
29084,25,4,8,2,4,8,2,1,0,5,0,4,0,0,2
29138,35,4,11,15,2,14,0,4,1,5,0,3,39,0,3
29191,26,4,15,1,4,6,2,2,1,5,0,4,0,0,2
29205,17,4,0,12,4,12,3,4,0,5,0,0,39,0,1
29242,41,5,15,1,2,12,0,4,1,5,0,9,39,0,4
29249,47,4,4,9,5,12,4,4,0,5,0,4,26,0,4
29250,35,4,15,1,2,7,0,4,1,5,0,5,39,0,3
29266,25,4,9,4,4,4,2,4,0,5,0,2,39,0,2
29272,46,4,11,15,5,3,1,4,1,5,0,3,39,0,4
29310,37,4,11,15,4,3,4,4,1,5,0,4,39,0,3
29317,45,4,11,15,2,3,0,3,1,5,0,4,26,0,4
29318,44,4,4,9,2,7,0,2,1,5,0,4,39,0,4
29418,32,4,11,15,0,1,3,4,0,5,0,4,39,0,3
29438,29,4,15,1,2,4,0,4,1,5,2,5,39,1,2
29455,26,4,15,1,2,3,0,4,1,5,0,4,39,0,2
29475,20,4,11,15,4,12,1,1,0,5,0,2,39,0,2
29480,38,4,11,15,2,4,0,4,1,5,0,5,39,1,3
29527,50,4,15,1,2,13,0,4,1,5,0,4,39,1,5
29537,64,4,9,4,0,4,1,4,1,2,0,5,39,1,6
29556,42,6,11,15,0,3,1,4,1,5,0,4,39,0,4
29593,25,0,12,5,4,0,1,4,0,5,0,3,2,0,2
29611,51,5,8,2,4,1,3,4,0,5,0,4,39,0,5
29661,38,4,9,4,0,8,1,2,0,5,0,6,0,0,3
29662,46,1,11,15,2,1,0,2,1,5,0,8,39,1,4
29677,55,0,7,3,3,0,1,4,0,5,0,0,39,0,5
29683,24,4,15,1,4,6,3,4,1,5,0,4,39,0,2
29746,33,4,7,3,2,12,0,4,1,5,0,4,26,0,3
29760,31,4,9,4,6,8,1,4,0,5,0,3,39,0,3
29764,28,4,11,15,4,14,1,4,0,5,0,4,39,0,2
29804,25,4,11,15,2,3,0,4,1,5,0,4,39,0,2
29847,24,4,11,15,4,12,1,4,1,5,0,3,39,0,2
29868,22,4,15,1,1,8,5,4,0,5,0,4,39,1,2
29887,33,6,11,15,2,3,0,4,1,5,0,4,39,0,3
29906,42,4,5,10,2,6,0,4,1,5,0,3,26,0,4
29960,54,5,9,4,2,4,0,4,1,13,0,4,0,1,5
29989,47,4,15,1,2,3,0,4,1,5,0,4,0,0,4
30051,36,4,12,5,2,12,0,4,1,5,2,5,39,1,3
30090,41,1,14,6,2,10,0,4,1,5,0,5,19,1,4
30093,47,4,4,9,3,7,2,4,1,5,0,4,26,0,4
30120,62,1,15,1,6,11,1,4,0,5,0,4,39,0,6
30122,54,6,9,4,2,4,0,4,1,5,0,4,39,1,5
30132,30,4,11,15,2,8,5,4,0,5,0,3,39,0,3
30177,23,4,7,3,4,12,3,4,0,5,0,4,39,0,2
30195,55,4,9,4,2,4,0,4,1,13,0,6,39,1,5
30246,19,4,15,1,4,10,3,4,1,5,0,1,39,0,1
30257,38,4,11,15,5,14,4,2,0,5,0,3,39,0,3
30265,62,4,5,10,2,10,0,4,1,5,0,2,39,0,6
30287,35,4,8,2,4,8,1,4,1,5,0,6,39,0,3
30338,24,4,11,15,4,3,1,4,1,5,0,5,39,0,2
30351,48,4,11,15,2,3,0,4,1,5,0,4,39,1,4
30387,33,4,0,12,4,8,3,4,0,5,0,2,39,0,3
30458,38,4,11,15,4,12,4,4,1,5,0,4,39,0,3
30484,23,4,15,1,4,8,4,4,0,5,0,4,8,0,2
30505,38,4,11,15,2,3,0,4,1,5,0,4,39,0,3
30507,44,4,11,15,2,3,0,2,1,5,2,4,14,0,4
30510,56,4,5,10,4,8,3,4,0,5,0,3,39,0,5
30537,61,0,3,8,2,0,0,4,1,9,0,2,26,0,6
30543,40,4,9,4,2,1,0,4,1,5,0,5,39,1,4
30616,32,4,11,15,2,3,0,4,1,5,0,4,39,0,3
30685,23,4,15,1,4,4,1,4,0,5,0,4,39,0,2
30708,31,2,11,15,2,14,0,2,1,5,0,4,39,0,3
30714,42,4,9,4,2,1,5,1,0,5,2,4,30,1,4
30725,30,4,0,12,2,3,0,4,1,5,0,4,39,0,3
30737,50,4,9,4,2,12,0,4,1,5,0,4,39,0,5
30755,17,0,1,13,4,0,3,4,0,5,0,2,39,0,1
30758,60,4,11,15,0,8,1,4,0,5,0,4,39,0,6
30786,62,6,11,15,2,12,0,4,1,5,0,9,39,1,6
30787,29,4,11,15,0,1,4,4,0,5,0,5,39,0,2
30825,32,4,6,11,2,14,0,4,1,5,0,5,39,0,3
30837,35,4,11,15,0,8,4,2,0,5,2,4,39,0,3
30846,35,4,9,4,4,12,1,4,0,5,0,4,39,0,3
30856,39,4,9,4,4,1,1,4,0,5,0,4,39,0,3
30865,35,4,11,15,2,6,5,4,0,5,0,4,39,0,3
30870,52,4,2,14,5,7,2,4,0,5,0,4,5,0,5
30879,30,4,15,1,0,4,1,4,1,14,0,5,39,1,3
30922,33,4,15,1,4,10,1,4,1,5,0,5,39,0,3
30941,34,4,15,1,4,1,4,2,0,5,0,4,39,0,3
30969,34,4,4,9,2,5,0,4,1,5,0,4,26,0,3
30988,18,4,15,1,4,14,3,4,1,8,0,3,39,0,1
31002,58,4,5,10,2,5,0,4,1,5,0,5,39,0,5
31007,31,4,15,1,4,8,1,4,1,5,0,3,39,0,3
31010,22,0,15,1,4,0,3,4,1,5,0,4,39,0,2
31033,54,4,11,15,6,4,4,4,0,5,0,4,39,0,5
31047,26,4,11,15,4,14,3,4,1,5,0,4,39,0,2
31067,23,4,9,4,4,4,3,4,1,5,0,3,0,0,2
31090,33,4,11,15,0,4,1,4,1,5,0,6,39,0,3
31118,25,4,0,12,4,14,1,4,1,8,0,5,39,0,2
31127,52,5,9,4,2,4,0,4,1,5,2,6,5,1,5
31137,50,4,11,15,2,3,0,4,1,5,0,4,39,1,5
31151,30,4,11,15,4,14,3,2,1,5,0,4,39,0,3
31161,20,4,11,15,4,7,1,4,1,5,0,4,39,0,2
31171,19,0,15,1,4,0,3,4,0,5,0,4,39,0,1
31192,21,4,15,1,4,12,2,2,0,5,0,2,39,0,2
31239,24,4,15,1,4,3,4,4,1,5,0,5,39,0,2
31241,30,6,9,4,4,12,4,4,1,5,0,4,39,0,3
31251,33,0,0,12,4,0,2,4,1,5,0,4,39,0,3
31259,46,6,11,15,2,4,0,4,1,5,0,4,39,0,4
31265,45,4,15,1,2,12,0,4,1,5,2,5,39,0,4
31293,27,4,15,1,0,10,3,4,0,5,0,4,39,0,2
31389,54,4,11,15,2,4,0,4,1,5,0,5,39,1,5
31408,57,5,11,15,2,12,0,4,1,5,0,4,39,1,5
31435,40,4,15,1,0,13,1,4,1,5,0,3,13,1,4
31455,47,4,11,15,2,8,5,4,0,5,0,3,39,0,4
31462,31,4,11,15,4,7,1,4,0,5,0,4,39,0,3
31464,41,4,9,4,2,10,5,2,0,5,0,3,14,1,4
31467,28,2,8,2,2,10,5,4,0,13,0,3,39,1,2
31468,20,4,7,3,4,4,3,4,0,5,0,4,39,0,2
31511,43,4,11,15,2,12,0,4,1,5,0,8,39,1,4
31517,47,6,1,13,0,4,4,4,0,5,0,5,39,0,4
31522,39,4,0,12,0,8,4,2,0,5,0,4,39,0,3
31598,54,4,11,15,2,3,0,2,1,5,0,4,39,1,5
31610,43,4,11,15,2,12,0,4,1,5,0,4,39,0,4
31621,63,7,15,1,2,1,0,4,1,5,2,4,39,0,6
31632,54,2,12,5,2,10,0,4,1,5,0,5,39,1,5
31639,68,0,11,15,2,0,5,4,0,5,0,2,39,0,6
31647,51,4,11,15,2,7,0,4,1,5,0,4,39,1,5
31775,36,4,15,1,2,7,0,4,1,5,0,4,39,0,3
31779,48,6,12,5,2,12,0,4,1,5,0,5,9,0,4
31799,36,0,11,15,2,0,0,4,1,5,0,4,39,0,3
31822,53,5,15,1,6,12,1,4,0,5,0,6,39,0,5
31825,19,4,15,1,4,8,3,4,1,5,0,3,39,0,1
31838,21,4,15,1,4,12,3,4,0,5,0,4,39,0,2
31894,18,4,6,11,4,8,3,2,1,5,0,3,39,0,1
31897,44,4,5,10,2,7,5,4,0,5,0,4,6,0,4
31904,29,4,8,2,4,3,1,4,1,5,0,5,39,0,2
31909,34,4,9,4,0,12,1,4,0,5,0,4,39,0,3
31913,18,4,1,13,4,12,3,4,0,5,0,4,39,0,1
31944,53,7,10,7,2,10,0,4,1,5,0,5,39,1,5
31948,47,4,9,4,2,5,0,4,1,5,0,6,39,0,4
31965,22,4,15,1,4,4,1,4,1,5,0,3,39,0,2
31983,24,4,11,15,2,3,0,4,1,5,0,4,39,0,2
32011,57,4,5,10,2,12,0,4,1,5,0,5,39,0,5
32035,60,4,15,1,6,11,1,2,0,5,0,4,39,0,6
32054,32,4,8,2,2,8,0,4,1,5,0,6,39,1,3
32125,31,4,9,4,2,10,0,4,1,5,0,4,39,0,3
32167,34,4,9,4,4,4,3,4,1,5,0,4,39,0,3
32180,51,1,10,7,2,10,0,1,1,1,0,4,40,1,5
32296,54,4,11,15,6,12,1,4,0,5,0,3,39,0,5
32339,63,4,11,15,2,3,0,4,1,5,0,4,39,0,6
32345,41,4,11,15,4,12,3,4,1,5,0,4,39,0,4
32357,48,7,15,1,0,4,1,4,0,5,0,4,39,0,4
32375,24,4,11,15,4,8,2,4,1,5,0,3,39,0,2
32393,20,4,15,1,4,12,1,4,0,5,0,5,39,0,2
32439,58,2,11,15,2,8,0,4,1,5,0,4,39,0,5
32455,64,7,5,10,2,8,5,2,0,5,0,4,39,0,6
32462,24,4,15,1,2,8,3,1,0,5,0,3,39,0,2
32468,42,6,11,15,0,12,3,4,1,5,0,5,0,0,4
32537,25,4,1,13,4,7,3,2,1,5,0,4,39,0,2
32543,29,0,11,15,4,0,4,2,1,5,0,4,39,0,2
32560,25,4,9,4,4,10,1,4,1,5,0,4,29,0,2
32591,38,4,6,11,3,4,1,4,1,5,0,5,26,0,3
32609,30,4,11,15,2,7,0,4,1,5,0,4,26,0,3
32620,44,5,11,15,2,3,0,4,1,4,0,5,0,1,4
32625,24,1,15,1,4,2,1,4,1,5,0,4,39,0,2
32646,18,4,11,15,4,8,1,4,0,5,0,2,39,0,1
32658,18,4,15,1,4,12,3,4,0,5,0,2,39,0,1
32687,28,4,15,1,4,8,1,2,1,5,0,1,39,0,2
32688,27,4,1,13,2,8,5,2,0,5,0,3,39,0,2
32755,31,4,8,2,5,3,1,4,1,5,0,4,39,0,3
32774,42,4,11,15,4,8,4,2,0,5,0,2,14,0,4
32779,19,4,15,1,4,8,3,4,0,5,0,1,39,0,1
32813,42,4,11,15,0,8,1,2,1,5,0,5,39,0,4
32814,18,4,1,13,4,6,3,4,1,5,0,2,39,0,1
32844,24,4,9,4,4,1,3,4,1,5,0,4,39,0,2
32867,18,4,11,15,4,6,3,4,1,5,0,2,39,0,1
32891,32,4,11,15,2,14,0,4,1,5,0,8,39,1,3
32920,52,4,11,15,6,1,4,2,0,5,0,3,39,0,5
32923,49,4,11,15,0,1,4,2,0,5,0,3,39,0,4
32928,31,4,11,15,4,14,3,2,1,5,0,4,39,0,3
32993,19,2,15,1,4,11,3,4,1,5,2,3,39,0,1
33001,45,7,11,15,2,8,0,4,1,5,0,4,39,0,4
33038,39,4,6,11,2,3,0,4,1,10,0,5,26,0,3
33090,51,4,15,1,5,1,1,2,1,14,0,4,39,1,5
33146,33,2,9,4,4,1,1,2,1,5,0,4,39,0,3
33179,57,1,9,4,2,4,5,4,0,5,0,4,39,1,5
33194,22,0,15,1,0,0,3,4,1,5,2,2,39,0,2
33211,28,4,0,12,4,7,4,4,0,5,0,4,39,0,2
33231,56,4,6,11,2,3,0,4,1,8,0,4,39,0,5
33262,29,5,12,5,4,10,3,4,1,5,0,4,39,0,2
33298,48,7,11,15,2,1,5,4,0,5,0,4,39,1,4
33300,32,4,1,13,0,8,1,4,1,5,0,3,39,0,3
33418,44,4,14,6,2,10,0,4,1,4,0,6,39,1,4
33432,25,4,9,4,4,4,1,4,1,5,0,5,39,0,2
33461,24,4,11,15,2,7,0,4,1,5,0,4,39,0,2
33470,54,4,11,15,2,7,0,4,1,5,0,4,39,0,5
33476,38,4,11,15,2,3,0,2,1,5,0,4,39,0,3
33481,38,4,10,7,2,10,0,1,1,5,0,4,3,1,3
33486,34,4,11,15,5,3,4,4,1,5,0,4,39,0,3
33489,19,2,1,13,4,6,2,4,1,5,0,3,39,0,1
33510,25,4,1,13,2,3,0,4,1,5,0,4,39,0,2
33540,48,4,11,15,2,3,0,2,1,5,0,4,39,0,4
33546,58,2,11,15,6,8,1,4,1,5,0,4,39,0,5
33564,27,4,9,4,4,12,1,4,0,5,0,4,39,0,2
33592,21,4,15,1,4,12,3,4,1,5,0,2,39,0,2
33610,56,4,12,5,2,10,0,4,1,1,0,4,11,1,5
33642,43,4,15,1,4,1,1,4,0,5,0,4,39,0,4
33671,27,6,9,4,4,3,3,4,1,5,0,3,39,0,2
33673,24,4,9,4,4,4,1,4,1,5,0,4,39,0,2
33680,58,4,11,15,0,12,1,4,1,5,0,4,39,0,5
33701,46,4,15,1,4,7,1,4,0,5,0,5,39,0,4
33713,58,0,0,12,6,0,4,2,0,5,0,4,39,0,5
33717,44,4,12,5,0,10,4,4,0,5,0,2,39,1,4
33740,35,4,11,15,2,4,0,4,1,5,0,6,39,1,3
33758,46,4,7,3,2,12,0,4,1,1,0,4,39,1,4
33774,27,6,11,15,2,10,0,4,1,5,0,5,39,1,2
33780,29,4,11,15,3,14,1,2,1,5,0,4,14,0,2
33792,30,4,12,5,4,4,1,4,1,5,0,4,39,0,3
33827,29,4,15,1,4,4,1,4,0,5,0,4,39,0,2
33874,20,0,15,1,4,0,3,4,1,5,0,3,39,0,2
33882,48,4,8,2,2,1,0,4,1,5,0,4,39,1,4
33927,47,2,1,13,0,8,1,2,1,5,0,4,39,0,4
33934,82,5,5,10,6,4,1,4,0,5,0,4,39,0,8
33942,37,4,4,9,2,7,0,4,1,5,0,4,8,0,3
33951,43,4,9,4,5,1,4,4,0,5,0,3,39,0,4
33974,19,0,15,1,4,0,3,1,1,5,0,0,35,0,1
33982,32,4,15,1,2,14,0,4,1,5,0,5,39,0,3
34034,37,6,13,0,2,12,0,4,1,5,0,3,26,0,3
34039,29,4,15,1,0,7,1,2,1,5,0,4,39,0,2
34061,35,4,11,15,4,3,2,3,1,5,0,4,33,0,3
34069,40,4,8,2,4,10,3,4,0,5,0,3,39,0,4
34072,41,4,15,1,2,12,0,4,1,5,0,4,39,1,4
34138,63,4,5,10,2,3,0,4,1,9,0,4,39,0,6
34153,19,4,1,13,4,8,3,4,1,5,0,2,39,0,1
34160,37,4,11,15,4,12,1,4,1,5,3,4,8,0,3
34188,18,4,11,15,4,6,3,4,1,5,0,3,39,0,1
34234,34,4,11,15,2,13,0,4,1,5,2,4,39,0,3
34260,52,4,11,15,2,7,0,4,1,5,0,4,39,0,5
34267,38,4,9,4,4,4,1,2,1,0,0,4,39,1,3
34272,66,6,11,15,2,5,0,4,1,8,0,4,39,0,6
34295,52,5,14,6,2,10,0,4,1,5,0,4,39,1,5
34354,42,7,10,7,0,10,4,2,0,5,0,3,23,0,4
34358,58,4,11,15,2,10,0,4,1,5,0,4,0,1,5
34381,20,2,15,1,4,4,1,4,0,5,0,3,39,0,2
34395,22,4,15,1,4,7,3,4,1,5,0,4,39,0,2
34428,54,2,12,5,2,10,5,2,0,5,2,3,39,1,5
34439,20,4,15,1,4,8,3,4,1,5,0,3,39,0,2
34458,20,4,11,15,4,8,3,4,1,5,0,2,39,0,2
34480,20,0,15,1,4,0,3,4,1,5,0,6,39,0,2
34502,21,4,11,15,4,8,2,4,0,5,0,3,39,0,2
34505,47,4,11,15,0,8,4,2,0,5,0,4,39,0,4
34508,54,2,9,4,2,10,0,4,1,5,2,4,39,1,5
34512,58,4,11,15,2,4,0,4,1,5,0,4,39,1,5
34532,27,4,11,15,2,8,0,4,1,5,0,4,39,0,2
34553,26,4,12,5,4,10,1,4,0,5,0,1,39,0,2
34578,75,0,11,15,6,0,1,4,0,5,0,2,39,0,7
34605,25,4,11,15,4,8,4,2,0,5,0,4,37,0,2
34629,18,4,1,13,4,12,3,4,0,5,0,1,39,0,1
34653,35,0,11,15,4,0,2,2,1,5,0,2,39,0,3
34657,28,4,9,4,2,4,0,4,1,5,0,5,39,1,2
34678,57,4,11,15,2,12,0,4,1,5,0,4,39,1,5
34759,25,7,15,1,2,11,0,4,1,5,0,4,39,0,2
34777,22,4,15,1,4,13,3,4,1,5,0,4,39,0,2
34808,29,4,15,1,2,4,0,4,1,5,0,5,39,0,2
34835,34,6,9,4,2,12,0,1,1,5,0,6,19,0,3
34839,26,2,9,4,2,11,0,4,1,5,0,4,39,0,2
34841,42,4,9,4,2,12,0,4,1,11,0,4,39,1,4
34844,23,4,15,1,4,6,3,4,1,5,0,4,39,0,2
34849,25,4,9,4,2,8,5,4,0,5,0,4,39,0,2
34864,36,4,11,15,2,7,0,4,1,5,0,4,39,1,3
34881,34,4,9,4,2,10,0,4,1,5,0,4,29,0,3
34925,22,4,15,1,4,11,3,4,1,5,0,4,39,0,2
34928,34,4,11,15,4,3,1,4,1,8,0,9,39,0,3
34933,54,4,11,15,2,3,0,4,1,5,2,4,39,0,5
34961,36,4,15,1,2,4,0,4,1,5,0,6,39,1,3
34967,46,2,0,12,0,11,4,4,0,5,0,2,39,0,4
34985,73,2,0,12,2,5,0,4,1,5,0,0,39,0,7
34999,22,4,15,1,4,1,3,4,0,5,0,3,39,0,2
35021,38,4,11,15,4,3,3,4,1,5,0,4,39,0,3
35027,33,4,12,5,2,10,0,4,1,1,0,4,39,1,3
35096,40,2,9,4,4,11,1,4,0,5,0,4,39,0,4
35109,56,4,15,1,4,8,1,4,1,5,0,3,39,0,5
35116,38,4,11,15,2,14,0,4,1,5,0,4,39,0,3
35200,65,4,9,4,2,10,0,4,1,5,0,4,39,1,6
35207,37,4,11,15,2,12,0,4,1,5,0,5,39,0,3
35246,23,4,15,1,4,12,1,2,0,5,0,3,39,0,2
35257,21,0,15,1,4,0,2,4,1,5,0,4,26,0,2
35271,21,5,11,15,4,5,3,4,1,5,0,4,39,0,2
35307,19,4,2,14,4,7,2,4,1,5,0,4,39,0,1
35315,55,6,12,5,0,4,1,4,0,5,0,5,18,0,5
35345,48,5,15,1,2,3,0,4,1,9,0,4,39,1,4
35349,26,4,11,15,4,13,4,0,0,5,0,4,39,0,2
35352,41,4,11,15,2,1,0,4,1,5,0,4,39,0,4
35370,37,4,1,13,5,1,4,2,0,5,0,4,39,0,3
35376,43,4,15,1,2,3,0,4,1,5,0,4,31,1,4
35404,61,7,11,15,6,1,1,4,0,5,0,4,39,0,6
35415,70,4,0,12,6,14,4,4,0,5,0,4,12,0,7
35428,53,4,11,15,2,3,5,4,0,5,0,4,39,1,5
35443,44,4,7,3,0,4,1,4,1,5,0,6,39,1,4
35459,65,6,9,4,0,8,1,4,0,5,0,3,39,0,6
35488,26,6,11,15,0,8,4,4,0,5,0,4,4,0,2
35497,36,4,15,1,2,1,3,4,0,5,0,3,39,1,3
35513,51,7,11,15,0,4,4,4,0,5,0,3,39,0,5
35517,28,4,15,1,4,8,1,4,1,5,0,4,39,0,2
35539,21,4,15,1,4,6,3,4,1,5,0,4,39,0,2
35542,39,1,7,3,4,1,4,4,0,5,0,4,39,0,3
35546,22,4,8,2,4,6,1,4,1,5,0,4,39,0,2
35564,59,2,9,4,4,10,2,2,0,5,0,3,39,0,5
35597,42,1,15,1,2,1,0,4,1,5,2,4,39,1,4
35619,64,0,9,4,0,0,1,4,0,5,0,0,39,0,6
35624,52,4,11,15,2,3,0,4,1,5,0,4,39,0,5
35632,19,4,15,1,4,1,3,4,0,5,0,1,39,0,1
35651,33,5,15,1,2,3,0,4,1,13,0,5,39,1,3
35660,42,4,11,15,2,12,0,4,1,5,0,5,39,0,4
35751,19,4,6,11,2,3,0,4,1,5,0,4,39,0,1
35765,24,4,11,15,2,4,0,4,1,5,0,3,39,0,2
35784,18,4,11,15,4,8,1,4,1,5,0,3,39,0,1
35786,40,4,7,3,0,1,3,4,0,5,0,7,39,0,4
35811,50,4,11,15,4,4,4,4,1,5,0,5,39,0,5
35833,76,0,0,12,2,0,0,4,1,5,0,1,39,0,7
35843,32,4,11,15,0,3,3,4,1,5,0,4,39,0,3
35864,57,7,9,4,2,4,0,3,1,5,2,3,39,0,5
35906,40,4,11,15,2,14,0,2,1,5,0,5,39,0,4
35939,36,4,11,15,0,8,4,4,0,5,0,4,39,0,3
35942,60,2,0,12,0,1,4,4,0,5,0,4,39,0,6
35957,26,0,1,13,4,0,1,4,1,5,0,4,39,0,2
35958,34,5,11,15,2,3,0,4,1,8,0,7,39,0,3
35984,57,4,8,2,0,7,1,2,1,5,0,4,39,0,5
36015,64,0,12,5,2,0,5,2,0,15,0,5,23,1,6
36035,33,4,7,3,4,8,1,4,1,5,0,6,34,0,3
36062,25,4,11,15,4,7,4,4,0,5,0,4,39,0,2
36105,49,0,11,15,0,0,1,4,0,5,0,4,39,0,4
36111,47,4,9,4,2,4,0,4,1,5,0,5,39,0,4
36144,57,4,15,1,2,10,5,4,0,1,0,0,39,1,5
36156,17,6,2,14,4,12,3,4,1,5,0,4,39,0,1
36184,35,4,11,15,0,3,4,4,1,5,0,4,39,0,3
36203,23,2,15,1,4,11,3,4,1,5,0,4,39,0,2
36218,18,4,15,1,4,12,3,4,0,5,0,2,39,0,1
36232,61,4,11,15,0,7,3,4,0,5,0,4,39,0,6
36292,35,4,9,4,4,4,1,4,1,5,0,4,39,0,3
36386,34,4,2,14,0,7,3,4,0,5,0,4,39,0,3
36390,44,4,15,1,2,14,0,2,1,5,0,4,39,1,4
36391,26,4,1,13,0,6,1,4,1,5,0,4,39,0,2
36456,75,0,11,15,6,0,1,4,0,5,0,0,39,0,7
36457,22,4,9,4,4,12,1,4,0,5,0,4,39,0,2
36504,40,4,9,4,2,7,0,4,1,5,0,4,2,1,4
36506,27,4,9,4,4,1,3,2,1,5,0,3,39,0,2
36522,20,4,15,1,4,8,3,4,0,5,0,4,39,0,2
36530,20,0,15,1,4,0,3,4,1,5,0,3,39,0,2
36536,31,7,11,15,2,3,0,2,1,5,0,4,39,0,3
36556,39,4,8,2,2,1,0,4,1,5,0,4,5,0,3
36560,40,4,15,1,2,10,0,4,1,5,0,4,39,0,4
36564,41,5,12,5,2,10,0,4,1,5,0,7,39,1,4
36582,49,4,11,15,0,8,1,4,0,5,0,4,39,0,4
36597,61,6,11,15,2,4,0,4,1,5,0,4,39,1,6
36602,34,4,15,1,2,3,0,4,1,5,0,4,39,0,3
36610,37,7,8,2,0,11,4,2,1,5,0,4,39,0,3
36659,63,4,11,15,4,8,1,2,0,5,0,5,39,0,6
36667,29,4,2,14,2,12,3,3,1,5,0,3,39,0,2
36675,24,2,15,1,2,1,5,4,0,5,0,4,39,0,2
36683,23,4,9,4,4,4,3,4,1,5,0,4,39,0,2
36707,26,4,7,3,4,1,1,4,0,5,0,3,39,0,2
36750,22,4,15,1,4,11,1,4,1,5,0,6,39,0,2
36796,19,4,11,15,4,3,3,4,1,5,0,3,39,0,1
36797,48,6,1,13,2,4,5,4,0,5,0,3,39,1,4
36821,33,4,9,4,2,12,0,4,1,5,0,8,4,1,3
36828,38,4,15,1,2,3,0,4,1,5,0,4,39,1,3
36831,33,4,15,1,4,4,3,4,0,5,0,4,39,0,3
36838,22,4,15,1,4,13,4,4,0,5,0,5,39,0,2
36851,47,1,7,3,2,6,0,1,1,5,0,4,30,1,4
36856,45,1,10,7,2,10,0,4,1,5,0,4,39,1,4
36871,28,4,9,4,4,1,1,4,0,5,0,4,39,0,2
36905,23,4,9,4,4,12,3,4,1,5,0,4,39,0,2
36973,30,4,12,5,2,10,0,4,1,5,0,4,39,1,3
37020,18,4,1,13,4,8,3,4,1,5,0,2,39,0,1
37022,20,0,15,1,4,0,3,4,1,5,0,2,39,0,2
37048,28,4,15,1,4,4,1,4,1,5,0,3,39,0,2
37092,18,4,11,15,4,12,3,4,0,5,0,2,39,0,1
37161,18,4,15,1,4,8,3,4,1,5,0,3,39,0,1
37208,57,7,15,1,2,1,5,4,0,5,0,4,39,1,5
37218,23,4,11,15,2,12,1,2,1,5,0,6,39,0,2
37254,28,6,9,4,4,12,1,4,0,5,0,4,39,0,2
37264,59,0,11,15,0,0,1,4,0,5,0,4,39,0,5
37267,20,4,11,15,4,7,2,4,1,5,0,4,39,0,2
37269,28,4,15,1,4,13,4,4,0,5,0,4,39,0,2
37270,32,4,15,1,5,8,1,4,0,5,0,3,39,0,3
37280,21,0,15,1,4,0,3,4,0,5,0,2,39,0,2
37284,52,0,9,4,6,0,1,4,0,5,0,0,39,0,5
